Receive Date,AMIC ID,Commodity,NOS,Origin Protein,Leco Protein,WGA Protein
1/23/2025,2001-25-000228,HRW,"COLT250156 , SANB250137",12.6,12.36,12.5
1/24/2025,2001-25-000230,HRW,"COLT250152, DECA250207, CHAT250162, SANB250135",12.62,12.29,12.2
1/24/2025,2001-25-000231,HRW,COLU250033,12.03,11.93,12
1/27/2025,2001-25-000242,HRW,COLU250034,12.78,12.68,12.7
1/27/2025,2001-25-000243,HRS,KENO250160,14.14,14.1,14.2
1/27/2025,2001-25-000244,HRS,OMAS250042,14.06,14.27,14.1
1/27/2025,2001-25-000245,HRS,MTPO250148,14.06,14.25,14.1
1/27/2025,2001-25-000247,HRS,KENO250159,14.13,14.24,14.4
1/27/2025,2001-25-000248,HRS,"STOC250089 , SANB250138",14.56,14.26,14.5
1/27/2025,2001-25-000249,Other,AMCC25T0031,,15.52,15.6
1/27/2025,2001-25-000250,Other,AMCC25T0030,,15.28,15.4
1/27/2025,2001-25-000251,HRS,"CHAT250158 , HAST250063 , KENO250151",13.94,14.24,14.2
1/27/2025,2001-25-000252,HRS,"ALBA250079 , AYER250035 , MTPO250144",13.88,13.94,14.1
1/28/2025,2001-25-000256,HRW,MART250099,12,12.09,12
1/29/2025,2001-25-000260,HRS,MART250100,14.1,14.04,14.2
1/29/2025,2001-25-000261,HRS,AYER250036,14.07,13.99,14.4
1/29/2025,2001-25-000262,HRS,MTPO250151,14.07,13.97,14.2
1/30/2025,2001-25-000273,HRS,ALBA250085,15.2,14.57,14.7
1/31/2025,1018-25-000760,Other,Lake25T0016,,12.22,12.3
1/31/2025,2001-25-000294,Other,AMCC25T0034,,15.24,15.5
1/31/2025,2001-25-000295,Other,AMCC25T0032,,14.47,14.6
1/31/2025,2001-25-000296,Other,AMCC25T0033,,15.73,15.7
2/3/2025,2001-25-000310,HRW,ALTO250128,11.91,12.07,12.1
2/4/2025,2001-25-000358,HRS,KENO250165,14,14.24,14.4
2/4/2025,2001-25-000359,HRS,"CULP250068 , KENO250162",13.86,13.89,14
2/4/2025,2001-25-000360,HRS,DECA250219,14.04,14.13,14.6
2/4/2025,2001-25-000361,HRS,MART250102,14.68,15.13,14.8
2/5/2025,2001-25-000371,HRW,"STOC250094, SANB250145, COLT250161",12.67,12.89,12.8
2/5/2025,2001-25-000372,HRS,YORK250031,14.04,14.1,14.3
2/5/2025,2001-25-000373,HRS,KENO250168,14,14.15,14.3
2/6/2025,2001-25-000385,HRW,HOUS250018,12.08,12.2,12.3
2/6/2025,2001-25-000386,HRS,DECA250210,15.16,15.49,15.5
2/6/2025,2001-25-000387,HRS,CHAT250166,15.03,15.18,15.3
2/10/2025,1008-25-000270,HRW,COLU250033,,12.02,12
2/10/2025,2001-25-000404,HRS,"ALTO250145, HOUS250019, OMAN250065, OMAS250044",13.99,13.84,13.9
2/11/2025,2001-25-000405,HRS,CULP250074,15,15.16,15
2/11/2025,2001-25-000423,Other,AMCC25T0037,,15.57,15.7
2/11/2025,2001-25-000424,Other,AMCC25T0035,,15.88,15.9
2/11/2025,2001-25-000425,Other,"MART25T0030 , AMCC25T0009",,14.16,14.4
2/11/2025,2001-25-000426,Other,DENV25T0007,,17.28,17.3
2/12/2025,2001-25-000433,HRW,HAST250076,12.52,12.45,12.6
2/13/2025,2001-25-000436,HRS,KENO250176,12.97,12.88,13.1
2/13/2025,2001-25-000437,HRW,DECA250226,11.76,11.69,11.8
2/13/2025,2001-25-000438,HRW,"SANB250154 , COLT250165 , STOC250096",12.64,12.57,12.7
2/14/2025,1008-25-000296,HRW,COLU250032,11.87,11.72,11.8
2/14/2025,1022-25-001189,HRS,MART250100,,13.88,14.1
2/14/2025,2001-25-000345,HRW,DECA250234,11.86,11.92,12.1
2/14/2025,2001-25-000440,HRW,MTPO250161,12,12.04,12.1
2/17/2025,2001-25-000475,Other,MART25T0031,,15.23,15.4
2/17/2025,2001-25-000476,Other,AMCC25T0038,,15.24,15.2
2/18/2025,2001-25-000496,HRS,"AYER250037 , MTPO250159 , CHAT250174",13.82,14.02,14.2
2/18/2025,2001-25-000497,HRS,ALBA250091,14.6,14.88,15.1
2/19/2025,1008-25-000502,HRW,COLU250034,,12.28,12.2
2/19/2025,2001-25-000506,Other,MART25T0031,,15.22,15.3
2/19/2025,2001-25-000507,Other,MART25T0032,,15.41,15.5
2/19/2025,2001-25-000508,Other,MONT250018,,14.41,14.7
2/20/2025,1008-25-000503,HRS,COLU250035,13.74,13.71,13.8
2/20/2025,1033-25-000034,HRW,SHER250036,13.8,13.64,13.7
2/20/2025,2001-25-000510,HRS,"DECA250246, AYER250038, MTPO250163, MART250104",14.16,14.44,14.5
2/20/2025,2001-25-000515,Other,"ALBA250093 , ALBA250094",14.97,14.79,15
2/21/2025,1018-25-002476,HRS,LAKE250069,14.1,14,14.2
2/21/2025,1022-25-001706,HRS,MART250102,,15.18,15.3
2/21/2025,1022-25-001707,HRS,MART250102,,15.21,15.5
2/21/2025,1022-25-001708,HRS,MART250100,,14.1,14.1
2/24/2025,2001-25-000525,HRW,KENO250177,11.96,11.9,11.9
2/24/2025,2001-25-000526,HRW,LAKE250073,11.96,11.77,11.9
2/24/2025,2001-25-000527,HRW,DECA250243,11.75,12.09,12.2
2/25/2025,2001-25-000535,Other,MART25T0032,,15.58,15.6
2/25/2025,2001-25-000536,Other,OGDE25T0061,,15.24,15.4
2/25/2025,2001-25-000537,HRW,MTPO250166,12.32,12.26,12.1
2/25/2025,2001-25-000538,HRW,COLT250170,12.71,12.74,12.7
2/26/2025,2001-25-000545,HRS,YORK250033,14.08,14.04,14.1
2/26/2025,2001-25-000546,HRS,STOC250100,14.98,14.89,15
2/26/2025,2001-25-000547,HRS,STOC250099,14.1,13.85,14.1
2/26/2025,2001-25-000552,Other,KLAM25T0009,,15.39,15.5
2/26/2025,2001-25-000557,Other,OGDE25T0076,,15.28,15.5
2/26/2025,2001-25-000558,Other,KLAM25T0010,,15.39,15.6
2/26/2025,2001-25-000559,Other,KLAM25T0010,,15.29,15.7
2/27/2025,2001-25-000562,HRS,LAKE250075,13.98,14.09,14.2
2/27/2025,2001-25-000563,HRW,KENO250185,11.36,11.34,11.4
2/27/2025,2001-25-000564,HRS,"AYER250042 , HAST250079 , KENO250186 , MTPO250172",14.03,14.1,14.2
2/27/2025,2001-25-000565,HRS,"MTPO250168 , AYER250039 , KENO250182",13.86,13.82,14
2/28/2025,1018-25-003108,Other,LAKE25T0017,,12.7,12.6
3/3/2025,1018-25-003109,HRW,Lake250070,12.5,12.81,13
3/3/2025,1018-25-003110,HRW,Lake250071,12.15,11.99,12.3
3/3/2025,2001-25-000624,HRS,YORK250034,13.98,13.95,14.1
3/3/2025,2001-25-000625,Other,HAST250082,13.67,13.99,14.1
3/3/2025,2001-25-000627,Other,KLAM25T0012,,15.16,15.4
3/3/2025,2001-25-000628,Other,KLAM25T0011,,15.44,15.5
3/3/2025,2001-25-000629,HRW,COLT250173,12.57,12.45,12.7
3/3/2025,2001-25-000630,HRW,CHAT250181,12.09,12.1,12
3/4/2025,1013-25-002146,HRS,FAIR25-036,,14.1,
3/4/2025,1013-25-002148,HRS,Fair25-039,,13.89,
3/4/2025,2001-25-000637,Other,HAST250080,13.48,13.73,13.7
3/5/2025,2001-25-000649,HRS,"LAKE250077 , MART250117 , KENO250192 , CHAT250184",13.89,13.91,14.1
3/7/2025,1033-25-000074,HRS,SHER250037,14.03,14.08,14.2
3/7/2025,2001-25-000655,Other,HAST250087,15.08,15.61,15.7
3/7/2025,2001-25-000663,HRS,"MART250118 , ALTO250157",15.08,15.15,15.2
3/7/2025,2001-25-000664,HRS,LAKE250080,14.12,14.46,14.1
3/7/2025,2001-25-000665,HRW,KENO250197,11.34,11.08,11.2
3/7/2025,2001-25-000666,HRS,COLT250175,14.42,14.53,14.6
3/7/2025,2001-25-000667,HRS,"OMAN250069 , OMAS250048",14.39,14.36,14.3
3/7/2025,2001-25-000668,HRS,AMCC250074,14.22,14.39,14.4
3/7/2025,2001-25-000669,HRW,MTPO250177,11.99,12.01,12
3/7/2025,2001-25-000670,HRW,"STOC250104 , COLT250176",12.56,12.66,12.6
3/7/2025,2001-25-000671,HRW,SANB250173,12.51,13.01,12.9
3/10/2025,1018-25-003456,HRS,LAKE250077,,13.98,13.9
3/10/2025,1018-25-003457,HRW,LAKE250073,,12.1,12.2
3/10/2025,2001-25-000681,Other,OGDE25T0078,,15.7,15.8
3/10/2025,2001-25-000682,Other,OGDE25T0079,,15.63,15.6
3/10/2025,2001-25-000683,Other,OGDE25T0079,,15.47,15.6
3/10/2025,2001-25-000684,Other,OGDE25T0079,,15.67,15.6
3/10/2025,2001-25-000685,Other,OGDE25T0077,,14.47,14.5
3/10/2025,2001-25-000686,Other,KLAM25T0013,,15.22,15.3
3/10/2025,2001-25-000690,HRS,"ALTO250158 , ALTO250159 , OMAS250049 , SAGI250197 , HOUS250021",14.11,14.1,14.2
3/10/2025,2001-25-000691,HRS,"STOC250102 , SANB250171 , COLT250174",15.08,15.3,15.2
3/11/2025,2001-25-000696,HRW,HAST250089,11.8,11.53,11.8
3/11/2025,2001-25-000697,HRS,HAST250092,14.16,14.15,14.4
3/11/2025,2001-25-000698,Other,MISS250041,,14.22,14.3
3/12/2025,2001-25-000798,HRW,COLT250179,12.52,12.58,12.7
3/12/2025,2001-25-000799,HRW,LAKE250082,12,12,12.1
3/12/2025,2001-25-000800,HRS,"KENO250201 , MTPO250178 , DECA250263",14.25,14.05,14
3/13/2025,2001-25-000804,Other,HAST250094,15.83,15.63,15.2
3/13/2025,2001-25-000806,Other,NOVA250019,,13.93,13.9
3/13/2025,2001-25-000807,HRS,ALBA250099,15.04,14.17,14.4
3/13/2025,2001-25-000808,HRW,MTPO250180,12.05,12.08,12.1
3/13/2025,2001-25-000809,HRW,COLU250037,12.05,12.12,12
3/13/2025,2001-25-000810,HRW,SANB250169,12.23,12.05,12.4
3/14/2025,1008-25-000740,HRW,COLU250036,12.06,12.04,12.1
3/14/2025,1018-25-003462,HRW,LAKE250074,11.46,11.41,11.5
3/14/2025,1018-25-003764,HRS,LAKE250083,13.98,14.01,14.1
3/14/2025,2001-25-000815,HRW,HOUS250022,12.01,11.92,11.9
3/14/2025,2001-25-000816,Other,MONT250019,,14.23,14.4
3/14/2025,2001-25-000817,HRW,AYER250043,13.14,13.15,13.3
3/14/2025,2001-25-000851,HRW,COLU250038,12.43,12.53,12.5
3/14/2025,2001-25-000852,Other,OGDE25T0080,,15.68,15.8
3/14/2025,2001-25-000853,Other,OGDE25T0081,,15.62,15.5
3/17/2025,1022-25-002128,HRS,MART250117,,14.59,14.7
3/17/2025,2001-25-000859,HRS,SHER250041,14,14.87,14.8
3/17/2025,2001-25-000860,HRW,HAST250098,12.18,11.87,12
3/17/2025,2001-25-000861,Other,OGDE25T0083,,15.07,15
3/17/2025,2001-25-000862,Other,OGDE25T0082,,15.13,15.4
3/17/2025,2001-25-000864,HRS,REDW250062,14.84,14.88,15.1
3/18/2025,2001-25-000912,HRW,DECA250270,11.52,11.27,11.5
3/19/2025,2001-25-000916,HRS,HAST250096,14.03,13.96,14.2
3/19/2025,2001-25-000917,HRW,KENO250207,10.84,10.97,10.8
3/19/2025,2001-25-000918,HRS,HAST250099,14.62,14.66,14.7
3/19/2025,2001-25-000919,HRW,CHAT250193,12.4,12.7,12.5
3/19/2025,2001-25-000920,HRW,COLT250182,12.58,12.6,12.7
3/20/2025,2001-25-000922,Other,NOVA250017,,13.7,13.9
3/20/2025,2001-25-000924,HRS,LAKE250087,14.02,14,14.1
3/21/2025,2001-25-000937,HRS,FAIR250049,14.07,14.07,14.3
3/24/2025,1018-25-003789,HRW,LAKE250088,11.58,11.97,12
3/24/2025,1018-25-003791,HRW,LAKE250082,,12.17,12
3/24/2025,1018-25-003792,Other,Lake25T0025,,10.88,11
3/24/2025,2001-25-000692,HRS,HAST250095,13.74,14.37,14.5
3/24/2025,2001-25-000947,Other,OGDE25T0085,,15.33,15.2
3/24/2025,2001-25-000948,Other,OGDE25T0085,,15.29,15
3/24/2025,2001-25-000949,Other,OGDE25T0086,,14.86,14.9
3/24/2025,2001-25-000951,HRS,MTPO250185,14.1,14.37,14.2
3/25/2025,1018-25-003793,HRS,Lake250078,15.1,14.77,14.7
3/25/2025,2001-25-000972,HRS,"CULP250087 , ALTO250173",13.09,13.09,13.2
3/25/2025,2001-25-000973,HRS,"SAGI250207 , OMAS250053 , OMAN250072 , AMEL250033",14.04,14.17,14.2
3/26/2025,2001-25-000981,Other,NOVA250020,,14.09,14.4
3/26/2025,2001-25-000982,HRS,"COLU250039 , HAST250100 , KENO250208",13.99,14.02,14.2
3/26/2025,2001-25-000983,HRS,"MART250187 , KENO250211 , CHAT250204 , MART250124",14,13.87,14.1
3/27/2025,1008-25-001056,Other,COLU25T0004,,12.55,12.6
3/27/2025,1008-25-001057,Other,COLU25T0001,,11.2,11.4
3/27/2025,1008-25-001058,Other,COLU25T0005,,10.8,10.7
3/27/2025,1013-25-003021,HRS,Fair25041,,14.08,
3/27/2025,1013-25-003022,HRS,Fair25-042,,13.69,
3/27/2025,1013-25-003023,HRS,Fair25-046,,13.89,
3/27/2025,2001-25-000996,HRS,ALBA250100,15.02,14.67,14.7
3/28/2025,1008-25-001264,HRW,COLU250038,,12.45,12.6
3/28/2025,1033-25-000096,HRS,SHER250038,15.02,14.62,15
3/28/2025,2001-25-001031,Other,AMCC25T0041,,15.23,15.2
3/28/2025,2001-25-001032,Other,OGDE25T0087,,15.98,15.7
3/28/2025,2001-25-001033,Other,OGDE25T0087,,15.96,16
3/28/2025,2001-25-001034,Other,MTPO25T0047,,13.86,14.5
3/28/2025,2001-25-001035,Other,AMCC25T0041,,15.15,15.1
3/28/2025,2001-25-001036,Other,AMCC25T0041,,15.73,15.9
3/28/2025,2001-25-001037,Other,AMCC25T0042,,14.38,14.5
3/28/2025,2001-25-001038,Other,OGDE25T0088,,14.74,14.8
3/28/2025,2001-25-001039,Other,OGDE25T0089,,14.35,14.9
3/28/2025,2001-25-001040,HRW,SANB250182,12.54,12.49,12.7
3/28/2025,2001-25-001041,HRS,FAIR250050,14.12,14.13,14.4
3/31/2025,1018-25-003997,HRW,Lake250090,14,12.05,12.2
3/31/2025,1018-25-003998,HRS,Lake250081,15.08,14.91,14.9
3/31/2025,2001-25-001065,HRW,HAST250101,11.4,11.36,11.5
3/31/2025,2001-25-001066,HRW,KENO250213,11.42,11.34,11.4
3/31/2025,2001-25-001067,HRW,LAKE250092,11.35,11.17,11.3
3/31/2025,2001-25-001068,Other,AMCC25T0044,,15.28,15.2
3/31/2025,2001-25-001069,Other,AMCC25T0044,,15.33,15.5
3/31/2025,2001-25-001070,Other,OGDE25T0090,,15.51,15.5
3/31/2025,2001-25-001071,Other,OGDE25T0090,,14.8,15
3/31/2025,2001-25-001072,HRW,CHAT250206,11.3,11.42,11.3
3/31/2025,2001-25-001074,HRS,ALBA250102,13.94,14.01,14
3/31/2025,2001-25-001075,HRW,MTPO250190,12.03,11.78,11.7
3/31/2025,2001-25-001076,HRW,KENO250216,11.97,12.04,12.1
3/31/2025,2001-25-001077,HRW,HAST250103,12.23,12.24,12.3
3/31/2025,2001-25-001078,HRW,"REDW250067 , DECA250280 , MART250127 , ALBA250101",11.61,11.44,11.6
4/1/2025,1018-25-003999,HRS,LAKE250079,15.37,15.31,15.4
4/1/2025,1018-25-004000,Other,LAKE25T0023,,12.42,12.3
4/1/2025,2001-25-001092,HRS,MTPO250191,14.12,14.13,14.2
4/2/2025,2001-25-001151,HRS,ALTO250175,14.19,14.13,14.4
4/2/2025,2001-25-001152,HRS,"CHAT250209 , CULP250091 , KENO250217 , MTPO250193",14,13.88,14.2
4/2/2025,2001-25-001206,HRS,AYER25044,,14.07,14.3
4/2/2025,2001-25-001207,HRS,KENO250218,14.15,14.11,14.3
4/3/2025,1018-25-004361,Other,Lake25T0024,,11.53,11.5
4/7/2025,1008-25-001276,HRW,COLU250037,,12.17,12.1
4/7/2025,1018-25-004363,HRW,Lake250085,11.39,11.83,11.5
4/7/2025,2001-25-001236,HRW,CULP250093,12,12.36,12.4
4/7/2025,2001-25-001237,HRW,COLT250205,12.46,12.51,12.7
4/7/2025,2001-25-001238,HRS,CULP250094,13.35,13.31,13.5
4/7/2025,2001-25-001239,HRW,CULP25092,,11.96,11.9
4/7/2025,2001-25-001250,HRW,ALTO250175,,14.33,14.4
4/7/2025,2001-25-001251,HRS,FAIR250052,13.78,13.59,13.9
4/8/2025,1008-25-001277,HRS,COLU250039,,14.14,14.2
4/8/2025,1018-25-004387,HRS,LAKE250089,15.08,14.91,14.8
4/8/2025,1018-25-004388,HRS,LAKE250087,,14.22,14.1
4/8/2025,1018-25-004389,HRS,LAKE250080,,14.22,14
4/8/2025,1018-25-004391,HRS,Lake250090,,14.04,13.9
4/9/2025,1008-25-001278,HRW,COLU250040,12.11,12.31,12.2
4/9/2025,2001-25-001268,Other,OGDE25T0092,,15.7,15.6
4/9/2025,2001-25-001269,Other,OGDE25T0093,,15.6,15.7
4/9/2025,2001-25-001270,Other,OGDE25T0095,,15.39,15.6
4/9/2025,2001-25-001271,Other,OGDE25T0095,,15.36,15.5
4/9/2025,2001-25-001273,Other,OGDE25T0092,,15.8,15.7
4/9/2025,2001-25-001274,HRW,CHAT250215,12.46,11.49,11.5
4/9/2025,2001-25-001309,HRS,CULP250095,13.19,13.24,13.3
4/9/2025,2001-25-001310,HRW,LAKE250097,11.66,11.78,11.9
4/9/2025,2001-25-001311,HRS,"OMAN250074, OMAN250054",13.88,13.83,14.1
4/9/2025,2001-25-001312,HRS,YORK250036,14.1,15.49,15.2
4/9/2025,2001-25-001313,HRS,ALTO250180,13.01,13.01,13.2
5/16/2018,1017-18-000032,HRW,keno250,,,12.5
5/16/2018,1017-18-000034,HRW,keno254,,,11.3
6/5/2024,2001-24-001754,HRS,FAIR250001,13.84,10.9,14.1
6/6/2024,2001-24-001764,HRS,ALBA250002,14.13,15.21,15.2
6/7/2024,1018-24-005761,HRW,Lake250001,12.46,12.38,12.4
6/10/2024,2001-24-001816,Other,OGDE25T0001,,14.26,14.1
6/11/2024,2001-24-001827,HRW,MANK250002,13.75,13.84,13.8
6/12/2024,2001-24-001835,HRS,REDW250001,14.81,14.71,14.9
6/12/2024,2001-24-001836,HRS,KENO250004,14.18,14.03,14.3
6/12/2024,2001-24-001837,HRS,ALBA250016,14.37,14.32,14.4
6/12/2024,2001-24-001838,HRW,KENO250003,14.77,13.01,13.1
6/13/2024,1018-24-005964,HRW,Lake25002,,14.98,15.3
6/13/2024,2001-24-001848,HRS,FAIR250004,13.85,14.13,14
6/13/2024,2001-24-001850,HRS,ALBA250021,15,15.25,15.3
6/14/2024,2001-24-001879,HRS,SANB250006,15.06,15.38,15.5
6/14/2024,2001-24-001887,Other,MONT250002,,14.93,14.4
6/17/2024,2001-24-001898,HRW,DECA250006,11.8,11.93,12.2
6/18/2024,2001-24-001906,Other,OGDE25T0006,,16.82,16.7
6/18/2024,2001-24-001907,Other,MTPO25T0001,,13.26,13.2
6/18/2024,2001-24-001908,Other,OGDE25T0004,,14.94,14.9
6/18/2024,2001-24-001909,Other,KLAM25T0002,,16.44,16.4
6/19/2024,2001-24-001961,HRW,TAMP250001,,11.37,11.5
6/19/2024,2001-24-001962,HRS,KENO250007,14.14,14.2,14.3
6/19/2024,2001-24-001964,HRW,AYER2550008,,13.36,13.4
6/20/2024,2001-24-001982,HRW,ALBA250028,11.32,11.2,11.4
6/20/2024,2001-24-001983,HRW,ALBA250029,11.31,11.15,11.2
6/20/2024,2001-24-001989,HRS,MART250003,13.99,13.29,13.5
6/21/2024,2001-24-002020,Other,"AYER250009 , KENO250006 , MTPO250005 , ALTO250003",14.08,14.06,14.1
6/21/2024,2001-24-002030,HRS,"OMAS250004 , OMAN250006 , MTPO250009 , AYER250010 , CULP250003",13.9,13.75,14.2
6/24/2024,2001-24-002046,HRW,ALBA250031,14.69,14.89,14.6
6/24/2024,2001-24-002048,HRW,ALBA250030,13.27,13.33,13.2
6/24/2024,2001-24-002049,HRS,KENO250014,15.05,15.24,15.2
6/24/2024,2001-24-002050,HRW,LAKE250003,13.82,14.04,14.1
6/24/2024,2001-24-002052,HRW,KENO250012,12.89,12.85,12.9
6/24/2024,2001-24-002059,HRW,KENO250013,11.46,11.24,11.5
6/26/2024,1013-24-004617,HRS,Fair25-001,,13.93,
6/26/2024,2001-24-002106,Other,"MTPO250011 , ALTO250011, KENO250016, KENO250017",15.07,15.07,15.3
6/26/2024,2001-24-002112,HRW,MTPO250012,12.92,13.17,12.9
6/27/2024,2001-24-002145,HRW,SANB250015,11.57,11.87,11.7
6/27/2024,2001-24-002146,HRS,"STOC250011 , COLT250011 , SANB250016 , SANB250017",14.13,14.28,14.2
6/27/2024,2001-24-002147,HRS,"STOC250010 , COLT250010",15,15.52,15.4
6/27/2024,2001-24-002148,HRS,HOUS250001,14.13,14.29,14.2
6/28/2024,2001-24-002155,HRW,COLT250012,13.31,13.3,13.5
6/28/2024,2001-24-002156,HRS,DECA250013,15.2,15.51,15.4
6/28/2024,2001-24-002157,HRW,SANB250018,12.98,13.31,13.1
7/1/2024,2001-24-002176,HRW,CHAT250011,10.98,11.28,11.3
7/1/2024,2001-24-002177,HRS,"KENO250023 , DECA250014",14.03,14.18,14.2
7/1/2024,2001-24-002178,HRW,DECA250012,12.3,12.5,12.4
7/1/2024,2001-24-002179,Other,OGDE25T0007,,16.47,16.5
7/1/2024,2001-24-002180,Other,OGDE25T0008,,14.82,14.9
7/2/2024,1022-24-005539,HRS,MART250003,,13.13,13.3
7/2/2024,1022-24-005540,HRS,MART250003,,13.91,14.2
7/2/2024,1022-24-005541,HRS,MART250003,,13.81,14.1
7/2/2024,1022-24-005542,HRS,MART250003,,13.9,14.1
7/2/2024,2001-24-002213,HRW,"KENO250025, ALBA250034, MTPO250021, ALTO250014",10.68,10.64,10.8
7/2/2024,2001-24-002214,HRS,ALTO250010,14.59,14.48,14.8
7/2/2024,2001-24-002215,HRS,OMAS250003,13.98,14.05,14.3
7/3/2024,2001-24-002225,Other,"MTPO250022 , SAGI250023, ALTO250015, HOUS250003",14.04,14.11,13.9
7/3/2024,2001-24-002226,HRS,AYER250012,14.51,14.85,14.8
7/3/2024,2001-24-002227,HRW,SANB250019,12.84,12.77,12.6
7/8/2024,1018-24-006872,HRW,LAKE250003,,14.07,14
7/8/2024,2001-24-002252,HRS,FAIR250006,13.96,13.89,14.1
7/8/2024,2001-24-002253,HRS,AYER250013,14.1,14.02,14.2
7/8/2024,2001-24-002254,Other,NOVA250005,,14.17,14.2
7/8/2024,2001-24-002256,HRW,SANB250022,13.03,13.02,13.1
7/8/2024,2001-24-002257,HRW,SANB250021,13,13.11,13
7/8/2024,2001-24-002258,HRW,SANB250020,12.7,13.08,13
7/8/2024,2001-24-002259,Other,MISS250007,,14.11,14
7/9/2024,2001-24-002288,HRW,DECA250015,12,12.13,12.1
7/9/2024,2001-24-002289,HRS,MART250008,15.15,15.38,15.3
7/9/2024,2001-24-002291,HRS,COLU250001,14.01,13.84,13.7
7/9/2024,2001-24-002292,Other,AMCC25T0003,,13.74,13.7
7/9/2024,2001-24-002293,Other,OGDE25T0011,,15.54,15.4
7/9/2024,2001-24-002296,Other,OGDE25T0012,,15.22,15
7/9/2024,2001-24-002297,Other,OGDE25T0013,,14.17,14.3
7/9/2024,2001-24-002298,Other,OGDE25T0015,,14.9,15
7/9/2024,2001-24-002304,HRS,SANB250024,14.45,14.59,14.5
7/9/2024,2001-24-002305,HRW,SANB250023,11.35,11.32,11.6
7/9/2024,2001-24-002306,HRW,COLT250013,11.53,11.47,11.5
7/10/2024,2001-24-002332,HRS,ALBA250037,14.91,14.93,15.1
